large_class_ip_name,product_date,product_count,product_mean,product_median,three_month_count,three_month_mean,three_month_median,six_month_count,six_month_mean,six_month_median,IP,event_content
寄宿学校のジュリエット,2018-08-10,20,1431.85,799,32,1529.4375,1180.5,,,,寄宿学校のジュリエット,ドラマ/青春
寄宿学校のジュリエット,2018-08-10,20,1431.85,799,32,1529.4375,1180.5,,,,寄宿学校のジュリエット,恋愛/ラブコメ
俺の彼女と幼なじみが修羅場すぎる,2012-11-19,12,79.75,46.5,25,39.04,18,,,,俺の彼女と幼なじみが修羅場すぎる,ドラマ/青春
俺の彼女と幼なじみが修羅場すぎる,2012-11-19,12,79.75,46.5,25,39.04,18,,,,俺の彼女と幼なじみが修羅場すぎる,恋愛/ラブコメ
ビビッドレッド・オペレーション,2013-01-13,108,24.41666667,15,261,36.88122605,22,49,9.142857143,4,ビビッドレッド・オペレーション,SF/ファンタジー
ビビッドレッド・オペレーション,2013-01-13,108,24.41666667,15,261,36.88122605,22,49,9.142857143,4,ビビッドレッド・オペレーション,SF/ファンタジー
ビビッドレッド・オペレーション,2013-01-13,108,24.41666667,15,261,36.88122605,22,49,9.142857143,4,ビビッドレッド・オペレーション,アクション/バトル
ディーふらぐ!,2014-01-11,14,59.92857143,50.5,50,53.14,30,,,,ディーふらぐ!,ドラマ/青春
ディーふらぐ!,2014-01-11,14,59.92857143,50.5,50,53.14,30,,,,ディーふらぐ!,コメディ/ギャグ
でーじミーツガール,2021-09-13,4,109.75,86.5,13,310.9230769,284,,,,でーじミーツガール,SF/ファンタジー
ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん,2022-10-06,1,1983,1983,33,517.0909091,202,,,,ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん,ドラマ/青春
ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん,2022-10-06,1,1983,1983,33,517.0909091,202,,,,ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん,コメディ/ギャグ
人間不信の冒険者たちが世界を救うようです,2022-12-06,1,268,268,21,307.6666667,125,,,,人間不信の冒険者たちが世界を救うようです,SF/ファンタジー
人間不信の冒険者たちが世界を救うようです,2022-12-06,1,268,268,21,307.6666667,125,,,,人間不信の冒険者たちが世界を救うようです,アクション/バトル
死神坊ちゃんと黒メイド,2021-07-04,456,526.9078947,442,528,864.2159091,480,,,,死神坊ちゃんと黒メイド,ドラマ/青春
死神坊ちゃんと黒メイド,2021-07-04,456,526.9078947,442,528,864.2159091,480,,,,死神坊ちゃんと黒メイド,恋愛/ラブコメ
死神坊ちゃんと黒メイド,2021-07-04,456,526.9078947,442,528,864.2159091,480,,,,死神坊ちゃんと黒メイド,SF/ファンタジー
死神坊ちゃんと黒メイド,2021-07-04,456,526.9078947,442,528,864.2159091,480,,,,死神坊ちゃんと黒メイド,SF/ファンタジー
死神坊ちゃんと黒メイド,2021-07-04,456,526.9078947,442,528,864.2159091,480,,,,死神坊ちゃんと黒メイド,コメディ/ギャグ
死神坊ちゃんと黒メイド,2021-07-04,456,526.9078947,442,528,864.2159091,480,,,,死神坊ちゃんと黒メイド,コメディ/ギャグ
終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,2017-04-22,25,256.4,231,22,379,257,,,,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,SF/ファンタジー
終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,2017-04-22,25,256.4,231,22,379,257,,,,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,コメディ/ギャグ
荒ぶる季節の乙女どもよ。,2019-07-13,6,302,204,75,471.04,183,27,185.2222222,59,荒ぶる季節の乙女どもよ。,ドラマ/青春
荒ぶる季節の乙女どもよ。,2019-07-13,6,302,204,75,471.04,183,27,185.2222222,59,荒ぶる季節の乙女どもよ。,ドラマ/青春
多田くんは恋をしない,2018-04-06,62,311.9354839,269.5,82,590.7317073,170.5,5,30.4,25,多田くんは恋をしない,ドラマ/青春
多田くんは恋をしない,2018-04-06,62,311.9354839,269.5,82,590.7317073,170.5,5,30.4,25,多田くんは恋をしない,恋愛/ラブコメ
ハッピーシュガーライフ,2018-05-10,13,551,480,36,731.8611111,405.5,,,,ハッピーシュガーライフ,恋愛/ラブコメ
がっこうぐらし!,2015-06-26,75,650.3066667,347,43,192.8139535,155,,,,がっこうぐらし!,ドラマ/青春
がっこうぐらし!,2015-06-26,75,650.3066667,347,43,192.8139535,155,,,,がっこうぐらし!,アクション/バトル
群青のファンファーレ,2022-03-06,38,361.2894737,244,94,765.2340426,201.5,5,273.2,247,群青のファンファーレ,ドラマ/青春
歌舞伎町シャーロック,2019-10-11,28,216.8214286,184.5,57,534.245614,283,,,,歌舞伎町シャーロック,コメディ/ギャグ
歌舞伎町シャーロック,2019-10-11,28,216.8214286,184.5,57,534.245614,283,,,,歌舞伎町シャーロック,コメディ/ギャグ
空挺ドラゴンズ,2020-01-27,2,345,345,101,208.4257426,106,,,,空挺ドラゴンズ,SF/ファンタジー
空挺ドラゴンズ,2020-01-27,2,345,345,101,208.4257426,106,,,,空挺ドラゴンズ,SF/ファンタジー
恋は雨上がりのように,2018-01-19,7,607.8571429,611,50,1241.74,529,,,,恋は雨上がりのように,恋愛/ラブコメ
怪盗ジョーカー,2015-03-26,60,107.3333333,84,70,77,67,,,,怪盗ジョーカー,アクション/バトル
組長娘と世話係,2022-04-08,4,704.5,707.5,29,3236.448276,2434,,,,組長娘と世話係,アクション/バトル
プリンセス・プリンシパル,2017-06-12,55,567.3090909,397,17,280.4117647,276,,,,プリンセス・プリンシパル,SF/ファンタジー
プリンセス・プリンシパル,2017-06-12,55,567.3090909,397,17,280.4117647,276,,,,プリンセス・プリンシパル,アクション/バトル
アニメガタリ,2017-08-04,23,82.2173913,70,230,48.34782609,22,,,,アニメガタリ,ドラマ/青春
青春ブタ野郎シリーズ,2018-08-15,128,1428.28125,1232.5,118,1413.847458,1135,,,,青春ブタ野郎シリーズ,ドラマ/青春
青春ブタ野郎シリーズ,2018-08-15,128,1428.28125,1232.5,118,1413.847458,1135,,,,青春ブタ野郎シリーズ,恋愛/ラブコメ
青春ブタ野郎シリーズ,2018-08-15,128,1428.28125,1232.5,118,1413.847458,1135,,,,青春ブタ野郎シリーズ,SF/ファンタジー
青春ブタ野郎シリーズ,2018-08-15,128,1428.28125,1232.5,118,1413.847458,1135,,,,青春ブタ野郎シリーズ,SF/ファンタジー
青春ブタ野郎シリーズ,2018-08-15,128,1428.28125,1232.5,118,1413.847458,1135,,,,青春ブタ野郎シリーズ,SF/ファンタジー
今日もツノがある,2019-03-06,1,169,169,23,1168.434783,423,,,,今日もツノがある,コメディ/ギャグ
BASTARD!! -暗黒の破壊神-,2023-02-12,15,203.8,225,102,296.8823529,251.5,,,,BASTARD!! -暗黒の破壊神-,SF/ファンタジー
BASTARD!! -暗黒の破壊神-,2023-02-12,15,203.8,225,102,296.8823529,251.5,,,,BASTARD!! -暗黒の破壊神-,SF/ファンタジー
ゆゆ式,2013-03-03,17,53,35,80,20.725,11,,,,ゆゆ式,ドラマ/青春
アルスラーン戦記,2015-03-14,108,310.6111111,255.5,234,265.4487179,101.5,,,,アルスラーン戦記,SF/ファンタジー
まいてつ,2020-07-22,11,290.5454545,297,2,2505.5,2505.5,,,,まいてつ,アクション/バトル
天地創造デザイン部,2020-10-30,29,300.5517241,121,42,506.7619048,129.5,9,655.6666667,54,天地創造デザイン部,SF/ファンタジー
天地創造デザイン部,2020-10-30,29,300.5517241,121,42,506.7619048,129.5,9,655.6666667,54,天地創造デザイン部,コメディ/ギャグ
賢者の弟子を名乗る賢者,2021-11-05,5,285.2,274,5,2401.2,1792,7,685.8571429,353,賢者の弟子を名乗る賢者,SF/ファンタジー
賢者の弟子を名乗る賢者,2021-11-05,5,285.2,274,5,2401.2,1792,7,685.8571429,353,賢者の弟子を名乗る賢者,SF/ファンタジー
その着せ替え人形は恋をする,2022-01-09,70,3445.671429,2522,75,2931.173333,1333,,,,その着せ替え人形は恋をする,ドラマ/青春
その着せ替え人形は恋をする,2022-01-09,70,3445.671429,2522,75,2931.173333,1333,,,,その着せ替え人形は恋をする,恋愛/ラブコメ
ひげを剃る。そして女子高生を拾う。,2021-04-21,3,1257.666667,1288,24,1451.166667,727.5,26,1751.5,823,ひげを剃る。そして女子高生を拾う。,恋愛/ラブコメ
異世界魔王と召喚少女の奴隷魔術,2018-03-24,20,86.3,41,20,91.8,12.5,,,,異世界魔王と召喚少女の奴隷魔術,SF/ファンタジー
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.352941,1778,,,,マッシュル -MASHLE-,ドラマ/青春
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.352941,1778,,,,マッシュル -MASHLE-,ドラマ/青春
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.352941,1778,,,,マッシュル -MASHLE-,SF/ファンタジー
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.352941,1778,,,,マッシュル -MASHLE-,SF/ファンタジー
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.352941,1778,,,,マッシュル -MASHLE-,コメディ/ギャグ
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.352941,1778,,,,マッシュル -MASHLE-,コメディ/ギャグ
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.352941,1778,,,,マッシュル -MASHLE-,アクション/バトル
マッシュル -MASHLE-,2020-11-11,2,1308.5,1308.5,17,1978.352941,1778,,,,マッシュル -MASHLE-,アクション/バトル
世界でいちばん強くなりたい!,2013-09-18,13,11,9,15,10.13333333,6,2,8,8,世界でいちばん強くなりたい!,ドラマ/青春
世界でいちばん強くなりたい!,2013-09-18,13,11,9,15,10.13333333,6,2,8,8,世界でいちばん強くなりたい!,恋愛/ラブコメ
お兄ちゃんはおしまい!,2022-12-23,8,1735.125,1728,81,558.4320988,509,27,521.1851852,262,お兄ちゃんはおしまい!,コメディ/ギャグ
クズの本懐,2016-12-24,71,485.1830986,355,21,2428.52381,1788,12,2232.25,649,クズの本懐,恋愛/ラブコメ
抱かれたい男1位に脅されています。,2018-06-25,11,936.1818182,813,17,6415.941176,2531,,,,抱かれたい男1位に脅されています。,恋愛/ラブコメ
宇崎ちゃんは遊びたい!,2020-03-22,21,349.7142857,325,57,5874.210526,996,69,329.3043478,168,宇崎ちゃんは遊びたい!,恋愛/ラブコメ
バクテン!!,2021-04-09,17,1440.588235,818,86,1002.744186,837,,,,バクテン!!,ドラマ/青春
俺だけ入れる隠しダンジョン,2020-12-27,6,230,190.5,24,365.4583333,190,17,181,67,俺だけ入れる隠しダンジョン,恋愛/ラブコメ
俺だけ入れる隠しダンジョン,2020-12-27,6,230,190.5,24,365.4583333,190,17,181,67,俺だけ入れる隠しダンジョン,SF/ファンタジー
土下座で頼んでみた,2020-09-30,2,270,270,6,485.1666667,33.5,,,,土下座で頼んでみた,恋愛/ラブコメ
阿波連さんははかれない,2022-04-02,2,2301.5,2301.5,64,1931.21875,1690,11,3478.090909,969,阿波連さんははかれない,ドラマ/青春
阿波連さんははかれない,2022-04-02,2,2301.5,2301.5,64,1931.21875,1690,11,3478.090909,969,阿波連さんははかれない,恋愛/ラブコメ
宇宙戦艦ティラミス,2018-03-23,34,195.4411765,91,33,351.9393939,150,,,,宇宙戦艦ティラミス,SF/ファンタジー
宇宙戦艦ティラミス,2018-03-23,34,195.4411765,91,33,351.9393939,150,,,,宇宙戦艦ティラミス,SF/ファンタジー
宇宙戦艦ティラミス,2018-03-23,34,195.4411765,91,33,351.9393939,150,,,,宇宙戦艦ティラミス,SF/ファンタジー
宇宙戦艦ティラミス,2018-03-23,34,195.4411765,91,33,351.9393939,150,,,,宇宙戦艦ティラミス,コメディ/ギャグ
ブギーポップシリーズ,2019-01-04,8,479.125,332.5,32,733.875,515,1,4245,4245,ブギーポップシリーズ,ドラマ/青春
ブギーポップシリーズ,2019-01-04,8,479.125,332.5,32,733.875,515,1,4245,4245,ブギーポップシリーズ,ドラマ/青春
ブギーポップシリーズ,2019-01-04,8,479.125,332.5,32,733.875,515,1,4245,4245,ブギーポップシリーズ,SF/ファンタジー
ブギーポップシリーズ,2019-01-04,8,479.125,332.5,32,733.875,515,1,4245,4245,ブギーポップシリーズ,SF/ファンタジー
ブギーポップシリーズ,2019-01-04,8,479.125,332.5,32,733.875,515,1,4245,4245,ブギーポップシリーズ,SF/ファンタジー
蜘蛛ですが、なにか?,2021-01-08,22,209.8181818,137,116,389,165,10,716.4,526,蜘蛛ですが、なにか?,ドラマ/青春
蜘蛛ですが、なにか?,2021-01-08,22,209.8181818,137,116,389,165,10,716.4,526,蜘蛛ですが、なにか?,SF/ファンタジー
監獄学園,2015-07-11,47,272.2978723,196,65,401.2,159,,,,監獄学園,ドラマ/青春
監獄学園,2015-07-11,47,272.2978723,196,65,401.2,159,,,,監獄学園,コメディ/ギャグ
監獄学園,2015-07-11,47,272.2978723,196,65,401.2,159,,,,監獄学園,コメディ/ギャグ
風夏,2016-12-27,38,332.4473684,320.5,19,316.4736842,199,,,,風夏,ドラマ/青春
風夏,2016-12-27,38,332.4473684,320.5,19,316.4736842,199,,,,風夏,ドラマ/青春
風夏,2016-12-27,38,332.4473684,320.5,19,316.4736842,199,,,,風夏,恋愛/ラブコメ
王室教師ハイネ,2017-01-25,36,773.5277778,824.5,7,564.7142857,349,,,,王室教師ハイネ,コメディ/ギャグ
灰と幻想のグリムガル,2016-01-11,47,342.6382979,276,98,187.1326531,96,,,,灰と幻想のグリムガル,アクション/バトル
サクラダリセット,2017-04-06,41,104.9756098,75,76,375.8684211,135.5,,,,サクラダリセット,ドラマ/青春
サクラダリセット,2017-04-06,41,104.9756098,75,76,375.8684211,135.5,,,,サクラダリセット,SF/ファンタジー
ひそねとまそたん,2018-04-04,8,819.625,682,40,740.825,136.5,,,,ひそねとまそたん,SF/ファンタジー
革命機ヴァルヴレイヴ,2013-04-19,44,92.45454545,67,132,92.42424242,46.5,,,,革命機ヴァルヴレイヴ,ドラマ/青春
革命機ヴァルヴレイヴ,2013-04-19,44,92.45454545,67,132,92.42424242,46.5,,,,革命機ヴァルヴレイヴ,ドラマ/青春
革命機ヴァルヴレイヴ,2013-04-19,44,92.45454545,67,132,92.42424242,46.5,,,,革命機ヴァルヴレイヴ,SF/ファンタジー
トリコ,2023-02-13,4,359.75,338.5,62,497.0806452,235,,,,トリコ,アクション/バトル
B-PROJECT,2015-09-20,10,434.1,164.5,7,1278.857143,1441,,,,B-PROJECT,ドラマ/青春
ゲーマーズ!,2017-07-21,33,765.969697,510,66,362.8939394,144,,,,ゲーマーズ!,恋愛/ラブコメ
りゅうおうのおしごと!,2017-07-12,3,142,117,11,255,115,9,123.7777778,116,りゅうおうのおしごと!,コメディ/ギャグ
プラチナエンド,2021-10-03,38,268.2631579,194,81,877.1728395,494,22,795.8636364,571,プラチナエンド,SF/ファンタジー
海賊王女,2021-10-15,3,585,575,36,522.8333333,284.5,,,,海賊王女,SF/ファンタジー
海賊王女,2021-10-15,3,585,575,36,522.8333333,284.5,,,,海賊王女,アクション/バトル
妖怪ウォッチ,2021-04-19,2,1140,1140,30,810.4666667,742,,,,妖怪ウォッチ,SF/ファンタジー
ラグナストライクエンジェルズ,2016-11-09,16,36,15,15,200.8666667,170,97,142.6391753,72,ラグナストライクエンジェルズ,アクション/バトル
白猫プロジェクト,2020-03-02,8,571.25,540,39,1359.153846,854,,,,白猫プロジェクト,SF/ファンタジー
魔王城でおやすみ,2020-10-06,7,1020.285714,1060,106,893.9528302,729,67,637.7462687,340,魔王城でおやすみ,コメディ/ギャグ
暗殺教室,2014-07-14,93,146.1290323,97,15,423,332,,,,暗殺教室,ドラマ/青春
暗殺教室,2014-07-14,93,146.1290323,97,15,423,332,,,,暗殺教室,SF/ファンタジー
暗殺教室,2014-07-14,93,146.1290323,97,15,423,332,,,,暗殺教室,コメディ/ギャグ
暗殺教室,2014-07-14,93,146.1290323,97,15,423,332,,,,暗殺教室,コメディ/ギャグ
暗殺教室,2014-07-14,93,146.1290323,97,15,423,332,,,,暗殺教室,コメディ/ギャグ
推しが武道館いってくれたら死ぬ,2019-11-28,12,631.5,563.5,23,1135.782609,295,,,,推しが武道館いってくれたら死ぬ,恋愛/ラブコメ
ミュークルドリーミー,2020-03-13,10,684,545,24,414.9166667,220.5,,,,ミュークルドリーミー,恋愛/ラブコメ
ミュークルドリーミー,2020-03-13,10,684,545,24,414.9166667,220.5,,,,ミュークルドリーミー,SF/ファンタジー
ミュークルドリーミー,2020-03-13,10,684,545,24,414.9166667,220.5,,,,ミュークルドリーミー,SF/ファンタジー
ログ・ホライズン,2020-10-10,15,465,486,115,518.2608696,305,115,847.1304348,543,ログ・ホライズン,SF/ファンタジー
ログ・ホライズン,2020-10-10,15,465,486,115,518.2608696,305,115,847.1304348,543,ログ・ホライズン,SF/ファンタジー
ログ・ホライズン,2020-10-10,15,465,486,115,518.2608696,305,115,847.1304348,543,ログ・ホライズン,SF/ファンタジー
ログ・ホライズン,2020-10-10,15,465,486,115,518.2608696,305,115,847.1304348,543,ログ・ホライズン,SF/ファンタジー
ログ・ホライズン,2020-10-10,15,465,486,115,518.2608696,305,115,847.1304348,543,ログ・ホライズン,アクション/バトル
聖女の魔力は万能です,2021-04-06,30,522.7666667,375.5,71,677.056338,498,,,,聖女の魔力は万能です,恋愛/ラブコメ
聖女の魔力は万能です,2021-04-06,30,522.7666667,375.5,71,677.056338,498,,,,聖女の魔力は万能です,SF/ファンタジー
八十亀ちゃんかんさつにっき,2018-08-26,8,159,159,292,450.5616438,359,,,,八十亀ちゃんかんさつにっき,コメディ/ギャグ
蒼き鋼のアルペジオ,2013-07-28,41,32.95121951,21,21,35.38095238,13,,,,蒼き鋼のアルペジオ,SF/ファンタジー
蒼き鋼のアルペジオ,2013-07-28,41,32.95121951,21,21,35.38095238,13,,,,蒼き鋼のアルペジオ,SF/ファンタジー
アブソリュート・デュオ,2014-12-12,7,99.28571429,103,48,45.22916667,42.5,,,,アブソリュート・デュオ,恋愛/ラブコメ
アブソリュート・デュオ,2014-12-12,7,99.28571429,103,48,45.22916667,42.5,,,,アブソリュート・デュオ,アクション/バトル
PUI PUI モルカー,2020-12-21,84,13654.69048,4921.5,2,33.5,33.5,,,,PUI PUI モルカー,コメディ/ギャグ
夜桜さんちの大作戦,2021-04-26,3,778.6666667,848,33,1947.484848,1976,6,1608.666667,1057.5,夜桜さんちの大作戦,ドラマ/青春
夜桜さんちの大作戦,2021-04-26,3,778.6666667,848,33,1947.484848,1976,6,1608.666667,1057.5,夜桜さんちの大作戦,コメディ/ギャグ
夜桜さんちの大作戦,2021-04-26,3,778.6666667,848,33,1947.484848,1976,6,1608.666667,1057.5,夜桜さんちの大作戦,コメディ/ギャグ
夜桜さんちの大作戦,2021-04-26,3,778.6666667,848,33,1947.484848,1976,6,1608.666667,1057.5,夜桜さんちの大作戦,アクション/バトル
ギヴン,2019-07-19,27,3348.555556,2698,58,3616.137931,1865,,,,ギヴン,恋愛/ラブコメ
薔薇王の葬列,2021-12-03,106,161.490566,118,29,1304.586207,675,1,98,98,薔薇王の葬列,恋愛/ラブコメ
薔薇王の葬列,2021-12-03,106,161.490566,118,29,1304.586207,675,1,98,98,薔薇王の葬列,SF/ファンタジー
薔薇王の葬列,2021-12-03,106,161.490566,118,29,1304.586207,675,1,98,98,薔薇王の葬列,SF/ファンタジー
ミニスカ宇宙海賊,2012-01-11,14,12.57142857,14,378,7.661375661,5,,,,ミニスカ宇宙海賊,SF/ファンタジー
ミニスカ宇宙海賊,2012-01-11,14,12.57142857,14,378,7.661375661,5,,,,ミニスカ宇宙海賊,SF/ファンタジー
ミニスカ宇宙海賊,2012-01-11,14,12.57142857,14,378,7.661375661,5,,,,ミニスカ宇宙海賊,SF/ファンタジー
月刊少女野崎くん,2014-05-15,68,288.3382353,75.5,39,630.6153846,155,,,,月刊少女野崎くん,ドラマ/青春
月刊少女野崎くん,2014-05-15,68,288.3382353,75.5,39,630.6153846,155,,,,月刊少女野崎くん,コメディ/ギャグ
あの夏で待ってる,2012-01-16,6,28.83333333,26.5,55,19.63636364,12,,,,あの夏で待ってる,ドラマ/青春
覆面系ノイズ,2017-03-18,47,558.9787234,388,29,747.0689655,375,,,,覆面系ノイズ,ドラマ/青春
私、能力は平均値でって言ったよね!,2019-09-26,5,251.2,253,55,270.9272727,171,,,,私、能力は平均値でって言ったよね!,SF/ファンタジー
私、能力は平均値でって言ったよね!,2019-09-26,5,251.2,253,55,270.9272727,171,,,,私、能力は平均値でって言ったよね!,SF/ファンタジー
私、能力は平均値でって言ったよね!,2019-09-26,5,251.2,253,55,270.9272727,171,,,,私、能力は平均値でって言ったよね!,コメディ/ギャグ
ハイスコアガール,2018-08-04,37,464.4864865,132,127,360.0708661,153,,,,ハイスコアガール,恋愛/ラブコメ
ハイスコアガール,2018-08-04,37,464.4864865,132,127,360.0708661,153,,,,ハイスコアガール,コメディ/ギャグ
織田シナモン信長,2019-12-03,17,599.0588235,485,55,798.2,478,,,,織田シナモン信長,コメディ/ギャグ
ゲキドル,2021-01-04,1,142,142,32,143.8125,100,,,,ゲキドル,ドラマ/青春
ゲキドル,2021-01-04,1,142,142,32,143.8125,100,,,,ゲキドル,ドラマ/青春
DIABOLIK LOVERS,2013-06-21,20,88.4,76,13,94.69230769,85,,,,DIABOLIK LOVERS,恋愛/ラブコメ
DIABOLIK LOVERS,2013-06-21,20,88.4,76,13,94.69230769,85,,,,DIABOLIK LOVERS,SF/ファンタジー
DIABOLIK LOVERS,2013-06-21,20,88.4,76,13,94.69230769,85,,,,DIABOLIK LOVERS,SF/ファンタジー
やくならマグカップも,2021-03-31,8,300,178,52,353,327.5,8,618.5,492.5,やくならマグカップも,ドラマ/青春
うどんの国の金色毛鞠,2016-04-26,1,28,28,8,411.875,148,,,,うどんの国の金色毛鞠,SF/ファンタジー
うどんの国の金色毛鞠,2016-04-26,1,28,28,8,411.875,148,,,,うどんの国の金色毛鞠,コメディ/ギャグ
女子高生の無駄づかい,2019-05-07,2,608,608,3,198.6666667,189,,,,女子高生の無駄づかい,ドラマ/青春
女子高生の無駄づかい,2019-05-07,2,608,608,3,198.6666667,189,,,,女子高生の無駄づかい,ドラマ/青春
女子高生の無駄づかい,2019-05-07,2,608,608,3,198.6666667,189,,,,女子高生の無駄づかい,コメディ/ギャグ
イエスタデイをうたって,2020-04-04,5,406.6,476,158,364.8544304,166,,,,イエスタデイをうたって,恋愛/ラブコメ
悪魔のリドル,2014-03-16,19,91.89473684,45,25,132.92,106,7,14.42857143,10,悪魔のリドル,ドラマ/青春
悪魔のリドル,2014-03-16,19,91.89473684,45,25,132.92,106,7,14.42857143,10,悪魔のリドル,恋愛/ラブコメ
悪魔のリドル,2014-03-16,19,91.89473684,45,25,132.92,106,7,14.42857143,10,悪魔のリドル,アクション/バトル
終末のワルキューレ,2022-11-14,6,1396,1396,42,669.4285714,500.5,,,,終末のワルキューレ,SF/ファンタジー
終末のワルキューレ,2022-11-14,6,1396,1396,42,669.4285714,500.5,,,,終末のワルキューレ,SF/ファンタジー
終末のワルキューレ,2022-11-14,6,1396,1396,42,669.4285714,500.5,,,,終末のワルキューレ,アクション/バトル
