large_class_ip_name,product_date,product_count,product_mean,product_median,three_month_count,three_month_mean,three_month_median,six_month_count,six_month_mean,six_month_median,IP,event_content
NARUTO -ナルト-,2021-12-18,2,1095,1095,58,3254.724138,1116,62,1247.580645,1162,NARUTO -ナルト-,ドラマ/青春
NARUTO -ナルト-,2021-12-18,2,1095,1095,58,3254.724138,1116,62,1247.580645,1162,NARUTO -ナルト-,アクション/バトル
エンドライド,2016-10-18,6,31.33333333,24.5,51,12.05882353,8,22,29.13636364,22,エンドライド,SF/ファンタジー
エンドライド,2016-10-18,6,31.33333333,24.5,51,12.05882353,8,22,29.13636364,22,エンドライド,SF/ファンタジー
LOVE STAGE!!,2014-04-03,20,125.05,97.5,10,238.9,48.5,,,,LOVE STAGE!!,恋愛/ラブコメ
DIVE!!,2021-04-23,4,2417.75,2011,21,6152.714286,5490,,,,DIVE!!,ドラマ/青春
怪物事変,2020-11-27,76,1963.473684,1784,4,33742,33742,6,9324.333333,8540,怪物事変,ドラマ/青春
怪物事変,2020-11-27,76,1963.473684,1784,4,33742,33742,6,9324.333333,8540,怪物事変,SF/ファンタジー
陰の実力者になりたくて!,2022-03-26,1,518,518,6,2152.166667,1700.5,,,,陰の実力者になりたくて!,SF/ファンタジー
陰の実力者になりたくて!,2022-03-26,1,518,518,6,2152.166667,1700.5,,,,陰の実力者になりたくて!,コメディ/ギャグ
北斗の拳,2013-04-11,6,14.66666667,11,96,15.97916667,6,,,,北斗の拳,ドラマ/青春
可愛いだけじゃない式守さん,2022-03-26,46,1636.717391,935.5,165,3488.539394,2105,87,2712.551724,2662,可愛いだけじゃない式守さん,ドラマ/青春
可愛いだけじゃない式守さん,2022-03-26,46,1636.717391,935.5,165,3488.539394,2105,87,2712.551724,2662,可愛いだけじゃない式守さん,ドラマ/青春
可愛いだけじゃない式守さん,2022-03-26,46,1636.717391,935.5,165,3488.539394,2105,87,2712.551724,2662,可愛いだけじゃない式守さん,恋愛/ラブコメ
白い砂のアクアトープ,2021-07-09,34,1497.5,1058.5,44,2072.227273,1201.5,11,2708.909091,1307,白い砂のアクアトープ,ドラマ/青春
戦刻ナイトブラッド,2017-04-17,13,668.3076923,529,103,666.0485437,451,5,105,90,戦刻ナイトブラッド,恋愛/ラブコメ
戦刻ナイトブラッド,2017-04-17,13,668.3076923,529,103,666.0485437,451,5,105,90,戦刻ナイトブラッド,SF/ファンタジー
賭ケグルイ,2017-07-01,96,324.9583333,261,146,527.8630137,294,,,,賭ケグルイ,ドラマ/青春
ギルティクラウン,2011-08-12,9,34.33333333,34,18,25.88888889,16.5,,,,ギルティクラウン,ドラマ/青春
ギルティクラウン,2011-08-12,9,34.33333333,34,18,25.88888889,16.5,,,,ギルティクラウン,SF/ファンタジー
ギルティクラウン,2011-08-12,9,34.33333333,34,18,25.88888889,16.5,,,,ギルティクラウン,SF/ファンタジー
このヒーラー、めんどくさい,2022-03-27,10,537.6,560,7,703.5714286,517,,,,このヒーラー、めんどくさい,コメディ/ギャグ
ちびまる子ちゃん,2022-10-07,27,429.3333333,460,42,1366.357143,548.5,,,,ちびまる子ちゃん,恋愛/ラブコメ
ちびまる子ちゃん,2022-10-07,27,429.3333333,460,42,1366.357143,548.5,,,,ちびまる子ちゃん,コメディ/ギャグ
戦闘員、派遣します!,2021-03-12,6,495.8333333,446.5,12,1185.666667,1043.5,,,,戦闘員、派遣します!,コメディ/ギャグ
戦闘員、派遣します!,2021-03-12,6,495.8333333,446.5,12,1185.666667,1043.5,,,,戦闘員、派遣します!,アクション/バトル
91Days,2016-06-25,29,412.5862069,283,17,185.1764706,121,,,,91Days,アクション/バトル
俺、ツインテールになります。,2014-10-10,39,51.05128205,36,47,113.1702128,57,,,,俺、ツインテールになります。,コメディ/ギャグ
俺、ツインテールになります。,2014-10-10,39,51.05128205,36,47,113.1702128,57,,,,俺、ツインテールになります。,アクション/バトル
異世界美少女受肉おじさんと,2022-01-12,5,244.2,211,38,973.9473684,298,,,,異世界美少女受肉おじさんと,コメディ/ギャグ
ノー・ガンズ・ライフ,2019-10-16,14,280.5714286,276,64,189.5,108,,,,ノー・ガンズ・ライフ,SF/ファンタジー
デビルズライン,2018-02-05,7,717.5714286,656,2,5096,5096,,,,デビルズライン,恋愛/ラブコメ
デビルズライン,2018-02-05,7,717.5714286,656,2,5096,5096,,,,デビルズライン,SF/ファンタジー
デビルズライン,2018-02-05,7,717.5714286,656,2,5096,5096,,,,デビルズライン,SF/ファンタジー
異世界のんびり農家,2023-01-13,2,373.5,373.5,27,881.5185185,266,,,,異世界のんびり農家,SF/ファンタジー
異世界のんびり農家,2023-01-13,2,373.5,373.5,27,881.5185185,266,,,,異世界のんびり農家,SF/ファンタジー
カワイスギクライシス,2023-02-15,10,93.6,75,1,67,67,,,,カワイスギクライシス,SF/ファンタジー
カワイスギクライシス,2023-02-15,10,93.6,75,1,67,67,,,,カワイスギクライシス,SF/ファンタジー
カワイスギクライシス,2023-02-15,10,93.6,75,1,67,67,,,,カワイスギクライシス,コメディ/ギャグ
おくさまが生徒会長!,2015-08-14,26,22.61538462,19,410,36.06341463,21,,,,おくさまが生徒会長!,ドラマ/青春
おくさまが生徒会長!,2015-08-14,26,22.61538462,19,410,36.06341463,21,,,,おくさまが生徒会長!,恋愛/ラブコメ
Shadowverse,2019-06-15,12,361,297.5,330,1437.49697,316,,,,Shadowverse,ドラマ/青春
Shadowverse,2019-06-15,12,361,297.5,330,1437.49697,316,,,,Shadowverse,SF/ファンタジー
世界一初恋,2011-04-10,22,32.81818182,25.5,21,18.23809524,7,,,,世界一初恋,恋愛/ラブコメ
異世界おじさん,2021-12-24,2,405.5,405.5,7,408,493,10,258.2,151.5,異世界おじさん,SF/ファンタジー
異世界おじさん,2021-12-24,2,405.5,405.5,7,408,493,10,258.2,151.5,異世界おじさん,コメディ/ギャグ
君のことが大大大大大好きな100人の彼女,2021-01-25,4,472.5,495,47,511.1489362,415,79,247.278481,182,君のことが大大大大大好きな100人の彼女,恋愛/ラブコメ
君のことが大大大大大好きな100人の彼女,2021-01-25,4,472.5,495,47,511.1489362,415,79,247.278481,182,君のことが大大大大大好きな100人の彼女,コメディ/ギャグ
ピーチボーイリバーサイド,2021-08-20,6,169.3333333,115.5,116,306.7241379,184.5,25,271.84,123,ピーチボーイリバーサイド,SF/ファンタジー
ブラック・ブレット,2014-04-28,17,244.2941176,178,40,111.15,62.5,,,,ブラック・ブレット,SF/ファンタジー
ブラック・ブレット,2014-04-28,17,244.2941176,178,40,111.15,62.5,,,,ブラック・ブレット,SF/ファンタジー
ブラック・ブレット,2014-04-28,17,244.2941176,178,40,111.15,62.5,,,,ブラック・ブレット,アクション/バトル
とんでもスキルで異世界放浪メシ,2022-12-08,4,582,574,25,2857.6,1858,,,,とんでもスキルで異世界放浪メシ,SF/ファンタジー
とんでもスキルで異世界放浪メシ,2022-12-08,4,582,574,25,2857.6,1858,,,,とんでもスキルで異世界放浪メシ,SF/ファンタジー
彼方のアストラ,2019-07-03,21,256.6190476,168,42,1373,968.5,,,,彼方のアストラ,SF/ファンタジー
彼方のアストラ,2019-07-03,21,256.6190476,168,42,1373,968.5,,,,彼方のアストラ,SF/ファンタジー
彼方のアストラ,2019-07-03,21,256.6190476,168,42,1373,968.5,,,,彼方のアストラ,アクション/バトル
Dr.STONE,2019-07-05,84,637.1071429,604,120,708.5,354,63,933.8571429,383,Dr.STONE,ドラマ/青春
Dr.STONE,2019-07-05,84,637.1071429,604,120,708.5,354,63,933.8571429,383,Dr.STONE,SF/ファンタジー
Dr.STONE,2019-07-05,84,637.1071429,604,120,708.5,354,63,933.8571429,383,Dr.STONE,SF/ファンタジー
Dr.STONE,2019-07-05,84,637.1071429,604,120,708.5,354,63,933.8571429,383,Dr.STONE,SF/ファンタジー
Dr.STONE,2019-07-05,84,637.1071429,604,120,708.5,354,63,933.8571429,383,Dr.STONE,アクション/バトル
からくりサーカス,2018-11-28,1,78,78,110,1975.590909,1014,34,1136.205882,707.5,からくりサーカス,ドラマ/青春
からくりサーカス,2018-11-28,1,78,78,110,1975.590909,1014,34,1136.205882,707.5,からくりサーカス,SF/ファンタジー
からくりサーカス,2018-11-28,1,78,78,110,1975.590909,1014,34,1136.205882,707.5,からくりサーカス,SF/ファンタジー
からくりサーカス,2018-11-28,1,78,78,110,1975.590909,1014,34,1136.205882,707.5,からくりサーカス,アクション/バトル
ひとりぼっちの○○生活,2019-01-16,3,250,260,7,415.7142857,235,,,,ひとりぼっちの○○生活,ドラマ/青春
ひとりぼっちの○○生活,2019-01-16,3,250,260,7,415.7142857,235,,,,ひとりぼっちの○○生活,コメディ/ギャグ
浦安鉄筋家族,2020-05-23,4,680.5,388,97,700.2061856,364,,,,浦安鉄筋家族,ドラマ/青春
浦安鉄筋家族,2020-05-23,4,680.5,388,97,700.2061856,364,,,,浦安鉄筋家族,コメディ/ギャグ
モンスター娘のいる日常,2015-07-08,16,143.3125,129,74,141.6486486,72,,,,モンスター娘のいる日常,恋愛/ラブコメ
モンスター娘のいる日常,2015-07-08,16,143.3125,129,74,141.6486486,72,,,,モンスター娘のいる日常,SF/ファンタジー
プリンス・オブ・ストライド,2015-12-13,80,679.725,524,128,321.984375,141,,,,プリンス・オブ・ストライド,ドラマ/青春
プリンス・オブ・ストライド,2015-12-13,80,679.725,524,128,321.984375,141,,,,プリンス・オブ・ストライド,ドラマ/青春
ビッグオーダー,2016-04-21,14,33.35714286,16.5,17,76.70588235,18,,,,ビッグオーダー,SF/ファンタジー
ビッグオーダー,2016-04-21,14,33.35714286,16.5,17,76.70588235,18,,,,ビッグオーダー,SF/ファンタジー
アイ★チュウ,2020-02-26,1,1040,1040,5,2033.8,2120,,,,アイ★チュウ,ドラマ/青春
体操ザムライ,2020-10-25,9,1517.555556,823,16,3641.4375,1350,,,,体操ザムライ,ドラマ/青春
遊☆戯☆王,2014-07-30,22,197.8181818,97,322,176.5217391,69,,,,遊☆戯☆王,SF/ファンタジー
遊☆戯☆王,2014-07-30,22,197.8181818,97,322,176.5217391,69,,,,遊☆戯☆王,アクション/バトル
パリピ孔明,2022-03-31,5,1857.6,919,12,1473.166667,709,,,,パリピ孔明,SF/ファンタジー
残響のテロル,2014-04-26,9,79.77777778,66,11,123.4545455,81,,,,残響のテロル,アクション/バトル
蒼穹のファフナー,2014-11-15,87,193.9655172,170,288,213.2708333,125.5,42,528,254,蒼穹のファフナー,SF/ファンタジー
裏世界ピクニック,2021-04-07,1,363,363,112,1001.3125,715,23,739.6521739,230,裏世界ピクニック,SF/ファンタジー
裏世界ピクニック,2021-04-07,1,363,363,112,1001.3125,715,23,739.6521739,230,裏世界ピクニック,SF/ファンタジー
ダンベル何キロ持てる?,2019-07-03,40,871.375,648,47,663.7021277,290,7,1314,504,ダンベル何キロ持てる?,コメディ/ギャグ
超人高校生たちは異世界でも余裕で生き抜くようです!,2019-10-23,2,447.5,447.5,60,454,212.5,9,1202,525,超人高校生たちは異世界でも余裕で生き抜くようです!,SF/ファンタジー
お兄ちゃんだけど愛さえあれば関係ないよねっ,2012-09-21,23,22,17,15,17.4,9,,,,お兄ちゃんだけど愛さえあれば関係ないよねっ,ドラマ/青春
お兄ちゃんだけど愛さえあれば関係ないよねっ,2012-09-21,23,22,17,15,17.4,9,,,,お兄ちゃんだけど愛さえあれば関係ないよねっ,恋愛/ラブコメ
グリザイアシリーズ,2014-08-13,11,181.7272727,184,4,926.25,1041,,,,グリザイアシリーズ,ドラマ/青春
グリザイアシリーズ,2014-08-13,11,181.7272727,184,4,926.25,1041,,,,グリザイアシリーズ,恋愛/ラブコメ
宇宙パトロールルル子,2016-04-08,39,115.9230769,71,61,211.7868852,95,,,,宇宙パトロールルル子,SF/ファンタジー
宇宙パトロールルル子,2016-04-08,39,115.9230769,71,61,211.7868852,95,,,,宇宙パトロールルル子,SF/ファンタジー
しろくまカフェ,2012-04-12,20,284.35,118.5,12,116.1666667,19.5,,,,しろくまカフェ,コメディ/ギャグ
青春×機関銃,2015-06-06,36,629.3888889,265,58,213.9655172,160,,,,青春×機関銃,ドラマ/青春
青春×機関銃,2015-06-06,36,629.3888889,265,58,213.9655172,160,,,,青春×機関銃,アクション/バトル
ネコぱら,2019-12-12,13,295.4615385,260,11,760.4545455,351,10,1020.8,537.5,ネコぱら,恋愛/ラブコメ
ネコぱら,2019-12-12,13,295.4615385,260,11,760.4545455,351,10,1020.8,537.5,ネコぱら,恋愛/ラブコメ
異世界チート魔術師,2019-07-01,13,195.4615385,193,33,407.6969697,243,,,,異世界チート魔術師,SF/ファンタジー
異世界チート魔術師,2019-07-01,13,195.4615385,193,33,407.6969697,243,,,,異世界チート魔術師,SF/ファンタジー
チェンソーマン,2021-02-08,6,13008.5,10278.5,7,42842.71429,29046,,,,チェンソーマン,ドラマ/青春
チェンソーマン,2021-02-08,6,13008.5,10278.5,7,42842.71429,29046,,,,チェンソーマン,SF/ファンタジー
チェンソーマン,2021-02-08,6,13008.5,10278.5,7,42842.71429,29046,,,,チェンソーマン,SF/ファンタジー
テニスの王子様,2020-12-23,1,3104,3104,223,4625.941704,1946,74,5638.756757,2523,テニスの王子様,ドラマ/青春
装神少女まとい,2016-08-11,34,74.47058824,46,39,40.66666667,21,,,,装神少女まとい,アクション/バトル
ステラのまほう,2016-07-13,10,234.1,168.5,29,258.0344828,106,17,160.6470588,23,ステラのまほう,ドラマ/青春
ステラのまほう,2016-07-13,10,234.1,168.5,29,258.0344828,106,17,160.6470588,23,ステラのまほう,ドラマ/青春
ステラのまほう,2016-07-13,10,234.1,168.5,29,258.0344828,106,17,160.6470588,23,ステラのまほう,ドラマ/青春
はねバド!,2018-03-16,1,86,86,7,651.4285714,190,,,,はねバド!,ドラマ/青春
無能なナナ,2020-09-07,57,201.7894737,174,26,678.6538462,454,,,,無能なナナ,アクション/バトル
ヘヴィーオブジェクト,2015-10-13,18,148.1666667,74.5,31,95.22580645,65,,,,ヘヴィーオブジェクト,SF/ファンタジー
ヘヴィーオブジェクト,2015-10-13,18,148.1666667,74.5,31,95.22580645,65,,,,ヘヴィーオブジェクト,SF/ファンタジー
ヘヴィーオブジェクト,2015-10-13,18,148.1666667,74.5,31,95.22580645,65,,,,ヘヴィーオブジェクト,アクション/バトル
ACCA13区監察課,2016-10-21,39,387.7692308,299,22,833.6818182,339.5,,,,ACCA13区監察課,ドラマ/青春
銀河英雄伝説,2017-09-18,24,513.6666667,469,16,149.5,149.5,,,,銀河英雄伝説,SF/ファンタジー
銀河英雄伝説,2017-09-18,24,513.6666667,469,16,149.5,149.5,,,,銀河英雄伝説,SF/ファンタジー
ベルゼブブ嬢のお気に召すまま。,2018-08-15,19,261.4736842,193,6,747.3333333,523,,,,ベルゼブブ嬢のお気に召すまま。,恋愛/ラブコメ
ベルゼブブ嬢のお気に召すまま。,2018-08-15,19,261.4736842,193,6,747.3333333,523,,,,ベルゼブブ嬢のお気に召すまま。,コメディ/ギャグ
私がモテないのはどう考えてもお前らが悪い!,2013-04-04,4,51.25,31.5,12,25.58333333,10.5,,,,私がモテないのはどう考えてもお前らが悪い!,ドラマ/青春
私がモテないのはどう考えてもお前らが悪い!,2013-04-04,4,51.25,31.5,12,25.58333333,10.5,,,,私がモテないのはどう考えてもお前らが悪い!,コメディ/ギャグ
ワンダーエッグ・プライオリティ,2021-01-13,25,1083.48,918,13,1098.153846,760,,,,ワンダーエッグ・プライオリティ,SF/ファンタジー
ワンダーエッグ・プライオリティ,2021-01-13,25,1083.48,918,13,1098.153846,760,,,,ワンダーエッグ・プライオリティ,SF/ファンタジー
ダンボール戦機,2020-03-26,4,1276.5,1217,77,87.64935065,85,,,,ダンボール戦機,SF/ファンタジー
ダンボール戦機,2020-03-26,4,1276.5,1217,77,87.64935065,85,,,,ダンボール戦機,SF/ファンタジー
銀魂,2013-03-23,24,827,752,280,230.4857143,138,,,,銀魂,SF/ファンタジー
銀魂,2013-03-23,24,827,752,280,230.4857143,138,,,,銀魂,SF/ファンタジー
銀魂,2013-03-23,24,827,752,280,230.4857143,138,,,,銀魂,コメディ/ギャグ
銀魂,2013-03-23,24,827,752,280,230.4857143,138,,,,銀魂,アクション/バトル
あんハピ♪,2015-12-01,5,90,91,12,60.08333333,38.5,,,,あんハピ♪,ドラマ/青春
あんハピ♪,2015-12-01,5,90,91,12,60.08333333,38.5,,,,あんハピ♪,コメディ/ギャグ
ばなにゃ,2016-03-28,6,151.5,65,2,95,95,,,,ばなにゃ,コメディ/ギャグ
ゼロから始める魔法の書,2017-03-24,9,304.6666667,243,7,189.1428571,178,,,,ゼロから始める魔法の書,SF/ファンタジー
カッコウの許嫁,2020-02-07,4,953.75,946,5,1036.8,528,,,,カッコウの許嫁,ドラマ/青春
カッコウの許嫁,2020-02-07,4,953.75,946,5,1036.8,528,,,,カッコウの許嫁,恋愛/ラブコメ
リクドウ,2023-01-11,3,13.33333333,6,165,33.15757576,10,,,,リクドウ,ドラマ/青春
僕らはみんな河合荘,2014-04-04,35,54.48571429,37,54,59.68518519,39,,,,僕らはみんな河合荘,恋愛/ラブコメ
僕らはみんな河合荘,2014-04-04,35,54.48571429,37,54,59.68518519,39,,,,僕らはみんな河合荘,コメディ/ギャグ
えとたま,2015-02-18,51,115.7843137,85,102,108.3529412,60,,,,えとたま,SF/ファンタジー
えとたま,2015-02-18,51,115.7843137,85,102,108.3529412,60,,,,えとたま,コメディ/ギャグ
堀さんと宮村くん,2021-01-10,59,2862.830508,2136,78,3465.371795,1475,,,,堀さんと宮村くん,ドラマ/青春
堀さんと宮村くん,2021-01-10,59,2862.830508,2136,78,3465.371795,1475,,,,堀さんと宮村くん,ドラマ/青春
堀さんと宮村くん,2021-01-10,59,2862.830508,2136,78,3465.371795,1475,,,,堀さんと宮村くん,恋愛/ラブコメ
恋と嘘,2017-04-21,6,954.3333333,866.5,26,312.9230769,220,,,,恋と嘘,ドラマ/青春
恋と嘘,2017-04-21,6,954.3333333,866.5,26,312.9230769,220,,,,恋と嘘,恋愛/ラブコメ
メンズ校,2020-10-05,7,5851,6310,35,11923.57143,8697,2,17380.5,17380.5,メンズ校,ドラマ/青春
メンズ校,2020-10-05,7,5851,6310,35,11923.57143,8697,2,17380.5,17380.5,メンズ校,恋愛/ラブコメ
銃皇無尽のファフニール,2014-11-12,12,96.83333333,84.5,12,69.16666667,20.5,,,,銃皇無尽のファフニール,恋愛/ラブコメ
銃皇無尽のファフニール,2014-11-12,12,96.83333333,84.5,12,69.16666667,20.5,,,,銃皇無尽のファフニール,アクション/バトル
それが声優!,2015-06-18,17,110.9411765,98,53,56.60377358,31,,,,それが声優!,コメディ/ギャグ
それが声優!,2015-06-18,17,110.9411765,98,53,56.60377358,31,,,,それが声優!,コメディ/ギャグ
ドラゴン、家を買う。,2021-04-03,9,188.6666667,167,51,518.5294118,298,7,534.8571429,98,ドラゴン、家を買う。,SF/ファンタジー
ドラゴン、家を買う。,2021-04-03,9,188.6666667,167,51,518.5294118,298,7,534.8571429,98,ドラゴン、家を買う。,コメディ/ギャグ
ブレンド・S,2017-09-29,40,1669.675,1311,31,598.2903226,439,,,,ブレンド・S,恋愛/ラブコメ
放課後のプレアデス,2015-02-01,13,68.38461538,46,37,99.67567568,50,,,,放課後のプレアデス,SF/ファンタジー
放課後のプレアデス,2015-02-01,13,68.38461538,46,37,99.67567568,50,,,,放課後のプレアデス,SF/ファンタジー
放課後のプレアデス,2015-02-01,13,68.38461538,46,37,99.67567568,50,,,,放課後のプレアデス,SF/ファンタジー
放課後のプレアデス,2015-02-01,13,68.38461538,46,37,99.67567568,50,,,,放課後のプレアデス,SF/ファンタジー
舟を編む,2016-09-01,11,347.3636364,279,26,1024.115385,236,8,2676.375,527.5,舟を編む,ドラマ/青春
つぐもも,2017-04-03,28,97.57142857,88,194,79.29896907,40,,,,つぐもも,ドラマ/青春
つぐもも,2017-04-03,28,97.57142857,88,194,79.29896907,40,,,,つぐもも,SF/ファンタジー
手品先輩,2019-06-28,6,402.8333333,299,17,644.5882353,293,2,951.5,951.5,手品先輩,コメディ/ギャグ
魔法陣グルグル,2022-10-13,10,371.8,233,10,310.2,200,,,,魔法陣グルグル,ドラマ/青春
魔法陣グルグル,2022-10-13,10,371.8,233,10,310.2,200,,,,魔法陣グルグル,SF/ファンタジー
魔法陣グルグル,2022-10-13,10,371.8,233,10,310.2,200,,,,魔法陣グルグル,コメディ/ギャグ
落第騎士の英雄譚,2015-10-20,183,81.79234973,61,205,29.88292683,17,10,31.8,22.5,落第騎士の英雄譚,恋愛/ラブコメ
落第騎士の英雄譚,2015-10-20,183,81.79234973,61,205,29.88292683,17,10,31.8,22.5,落第騎士の英雄譚,アクション/バトル
少女たちは荒野を目指す,2015-12-29,29,92.89655172,69,11,95.18181818,86,,,,少女たちは荒野を目指す,ドラマ/青春
少女たちは荒野を目指す,2015-12-29,29,92.89655172,69,11,95.18181818,86,,,,少女たちは荒野を目指す,ドラマ/青春
ReLIFE,2016-05-27,13,333.6153846,252,18,766.3888889,357,,,,ReLIFE,ドラマ/青春
ReLIFE,2016-05-27,13,333.6153846,252,18,766.3888889,357,,,,ReLIFE,ドラマ/青春
ReLIFE,2016-05-27,13,333.6153846,252,18,766.3888889,357,,,,ReLIFE,恋愛/ラブコメ
くまクマ熊ベアー,2023-03-07,16,390.625,415.5,56,999.3928571,333.5,,,,くまクマ熊ベアー,SF/ファンタジー
くまクマ熊ベアー,2023-03-07,16,390.625,415.5,56,999.3928571,333.5,,,,くまクマ熊ベアー,SF/ファンタジー
青の祓魔師,2011-04-04,40,63.2,35,72,83.61111111,40.5,,,,青の祓魔師,ドラマ/青春
青の祓魔師,2011-04-04,40,63.2,35,72,83.61111111,40.5,,,,青の祓魔師,SF/ファンタジー
青の祓魔師,2011-04-04,40,63.2,35,72,83.61111111,40.5,,,,青の祓魔師,SF/ファンタジー
2.43 清陰高校男子バレー部,2021-01-07,30,1026.1,725.5,70,2069.757143,1399,14,2404.285714,905,2.43 清陰高校男子バレー部,ドラマ/青春
ディバインゲート,2015-11-18,57,256.2807018,184,35,737.5142857,666,,,,ディバインゲート,SF/ファンタジー
マジきゅんっ!ルネッサンス,2015-11-07,4,150.25,93.5,66,91.3030303,18.5,,,,マジきゅんっ!ルネッサンス,ドラマ/青春
マジきゅんっ!ルネッサンス,2015-11-07,4,150.25,93.5,66,91.3030303,18.5,,,,マジきゅんっ!ルネッサンス,恋愛/ラブコメ
マジきゅんっ!ルネッサンス,2015-11-07,4,150.25,93.5,66,91.3030303,18.5,,,,マジきゅんっ!ルネッサンス,SF/ファンタジー
明日ちゃんのセーラー服,2021-12-07,20,1959.5,946,50,1451.86,502,4,486.75,489.5,明日ちゃんのセーラー服,ドラマ/青春
ドロヘドロ,2020-01-13,10,771.9,546,25,2330.52,1273,,,,ドロヘドロ,SF/ファンタジー
ドロヘドロ,2020-01-13,10,771.9,546,25,2330.52,1273,,,,ドロヘドロ,SF/ファンタジー
