large_class_ip_name,product_date,product_count,product_mean,product_median,three_month_count,three_month_mean,three_month_median,six_month_count,six_month_mean,six_month_median,IP,event_content
ドロヘドロ,2020-01-13,10,771.9,546,25,2330.52,1273,,,,ドロヘドロ,アクション/バトル
ドロヘドロ,2020-01-13,10,771.9,546,25,2330.52,1273,,,,ドロヘドロ,アクション/バトル
お隣の天使様にいつの間にか駄目人間にされていた件,2022-07-22,2,1118,1118,24,2707.75,1317,24,4799.75,2517,お隣の天使様にいつの間にか駄目人間にされていた件,恋愛/ラブコメ
境界の彼方,2013-09-05,26,190.9230769,150.5,19,123.2105263,95,,,,境界の彼方,SF/ファンタジー
境界の彼方,2013-09-05,26,190.9230769,150.5,19,123.2105263,95,,,,境界の彼方,SF/ファンタジー
ルパン三世,2015-05-28,15,321.3333333,115,35,207.7142857,59,,,,ルパン三世,アクション/バトル
鉄腕アトム,2020-11-17,6,574.1666667,427,4,6048.5,3152,,,,鉄腕アトム,SF/ファンタジー
鉄腕アトム,2020-11-17,6,574.1666667,427,4,6048.5,3152,,,,鉄腕アトム,SF/ファンタジー
男子高校生の日常,2011-11-03,25,30.36,14,74,19.89189189,13,,,,男子高校生の日常,ドラマ/青春
男子高校生の日常,2011-11-03,25,30.36,14,74,19.89189189,13,,,,男子高校生の日常,コメディ/ギャグ
アクティヴレイド -機動強襲室第八係-,2015-12-27,32,111.1875,52,92,138.9782609,18,,,,アクティヴレイド -機動強襲室第八係-,SF/ファンタジー
アクティヴレイド -機動強襲室第八係-,2015-12-27,32,111.1875,52,92,138.9782609,18,,,,アクティヴレイド -機動強襲室第八係-,SF/ファンタジー
アクティヴレイド -機動強襲室第八係-,2015-12-27,32,111.1875,52,92,138.9782609,18,,,,アクティヴレイド -機動強襲室第八係-,アクション/バトル
フリップフラッパーズ,2016-07-24,8,167,176,1,125,125,,,,フリップフラッパーズ,SF/ファンタジー
フリップフラッパーズ,2016-07-24,8,167,176,1,125,125,,,,フリップフラッパーズ,SF/ファンタジー
フリップフラッパーズ,2016-07-24,8,167,176,1,125,125,,,,フリップフラッパーズ,アクション/バトル
すばらしきこのせかい,2021-03-01,12,909,728,32,2105.84375,976,53,3498.90566,2148,すばらしきこのせかい,SF/ファンタジー
BEASTARS,2019-08-06,21,3426.428571,2210,9,4280.333333,3467,3,14575,14575,BEASTARS,ドラマ/青春
球詠,2019-09-26,2,241,241,17,451.4117647,74,,,,球詠,恋愛/ラブコメ
球詠,2019-09-26,2,241,241,17,451.4117647,74,,,,球詠,恋愛/ラブコメ
ブルーロック,2019-01-08,1,92,92,43,55.46511628,42,1,41,41,ブルーロック,ドラマ/青春
トニカクカワイイ,2020-09-18,48,690.3333333,599.5,20,3201.6,2517,20,669.2,861,トニカクカワイイ,恋愛/ラブコメ
トニカクカワイイ,2020-09-18,48,690.3333333,599.5,20,3201.6,2517,20,669.2,861,トニカクカワイイ,コメディ/ギャグ
ガンスリンガー ストラトス,2014-06-27,13,31.15384615,17,141,43.74468085,23,,,,ガンスリンガー ストラトス,SF/ファンタジー
ガンスリンガー ストラトス,2014-06-27,13,31.15384615,17,141,43.74468085,23,,,,ガンスリンガー ストラトス,SF/ファンタジー
ガンスリンガー ストラトス,2014-06-27,13,31.15384615,17,141,43.74468085,23,,,,ガンスリンガー ストラトス,SF/ファンタジー
ガンスリンガー ストラトス,2014-06-27,13,31.15384615,17,141,43.74468085,23,,,,ガンスリンガー ストラトス,アクション/バトル
田中くんはいつもけだるげ,2016-03-17,42,678.952381,501,25,1344.32,525,,,,田中くんはいつもけだるげ,コメディ/ギャグ
田中くんはいつもけだるげ,2016-03-17,42,678.952381,501,25,1344.32,525,,,,田中くんはいつもけだるげ,コメディ/ギャグ
幼なじみが絶対に負けないラブコメ,2020-06-10,7,1582.857143,546,16,1901.1875,1669.5,,,,幼なじみが絶対に負けないラブコメ,ドラマ/青春
幼なじみが絶対に負けないラブコメ,2020-06-10,7,1582.857143,546,16,1901.1875,1669.5,,,,幼なじみが絶対に負けないラブコメ,恋愛/ラブコメ
東京卍リベンジャーズ,2020-06-25,3,1305,1305,183,3823.852459,2033,,,,東京卍リベンジャーズ,SF/ファンタジー
東京卍リベンジャーズ,2020-06-25,3,1305,1305,183,3823.852459,2033,,,,東京卍リベンジャーズ,SF/ファンタジー
東京卍リベンジャーズ,2020-06-25,3,1305,1305,183,3823.852459,2033,,,,東京卍リベンジャーズ,アクション/バトル
東京卍リベンジャーズ,2020-06-25,3,1305,1305,183,3823.852459,2033,,,,東京卍リベンジャーズ,アクション/バトル
ばらかもん,2014-05-20,14,352.4285714,214.5,17,439.7058824,232,,,,ばらかもん,ドラマ/青春
異世界迷宮でハーレムを,2022-06-13,13,215.9230769,153,1,332,332,,,,異世界迷宮でハーレムを,恋愛/ラブコメ
異世界迷宮でハーレムを,2022-06-13,13,215.9230769,153,1,332,332,,,,異世界迷宮でハーレムを,SF/ファンタジー
BNA ビー・エヌ・エー,2020-01-31,5,601.8,325,6,2010,805.5,,,,BNA ビー・エヌ・エー,SF/ファンタジー
世界最高の暗殺者、異世界貴族に転生する,2021-10-06,4,462.75,394.5,33,312.8484848,199,15,337.4666667,145,世界最高の暗殺者、異世界貴族に転生する,SF/ファンタジー
うたわれるもの,2015-09-28,6,88.5,88.5,420,126.3785714,44,,,,うたわれるもの,SF/ファンタジー
少年メイド,2016-03-09,18,390.8333333,308.5,62,177.6290323,95,,,,少年メイド,コメディ/ギャグ
チア男子!!,2016-06-29,46,405.673913,294.5,42,283.3571429,118,,,,チア男子!!,ドラマ/青春
チア男子!!,2016-06-29,46,405.673913,294.5,42,283.3571429,118,,,,チア男子!!,ドラマ/青春
ドメスティックな彼女,2018-12-14,4,522.25,462,51,751.8235294,389,,,,ドメスティックな彼女,ドラマ/青春
ローリング☆ガールズ,2014-12-22,32,92.875,52,24,65.45833333,46.5,,,,ローリング☆ガールズ,ドラマ/青春
食戟のソーマ,2015-03-20,606,227.9207921,172,342,160.3684211,95,,,,食戟のソーマ,ドラマ/青春
食戟のソーマ,2015-03-20,606,227.9207921,172,342,160.3684211,95,,,,食戟のソーマ,ドラマ/青春
ブブキ・ブランキ,2016-01-27,14,94.14285714,61.5,89,33.75280899,9,,,,ブブキ・ブランキ,SF/ファンタジー
ブブキ・ブランキ,2016-01-27,14,94.14285714,61.5,89,33.75280899,9,,,,ブブキ・ブランキ,SF/ファンタジー
ブブキ・ブランキ,2016-01-27,14,94.14285714,61.5,89,33.75280899,9,,,,ブブキ・ブランキ,アクション/バトル
警視庁 特務部 特殊凶悪犯対策室 第七課 -トクナナ-,2019-08-07,28,313.1785714,249,27,152.5185185,138,,,,警視庁 特務部 特殊凶悪犯対策室 第七課 -トクナナ-,アクション/バトル
あそびあそばせ,2018-07-27,23,424.4347826,403,36,265.1388889,161.5,,,,あそびあそばせ,コメディ/ギャグ
ゾンビランドサガ,2018-10-05,58,3247.482759,1949,100,458.4,166.5,,,,ゾンビランドサガ,ドラマ/青春
ゾンビランドサガ,2018-10-05,58,3247.482759,1949,100,458.4,166.5,,,,ゾンビランドサガ,コメディ/ギャグ
先輩がうざい後輩の話,2021-02-06,3,463.3333333,402,11,1527.090909,964,4,10812,1495.5,先輩がうざい後輩の話,恋愛/ラブコメ
女神のカフェテラス,2021-05-28,12,232.6666667,205,488,348.852459,318,,,,女神のカフェテラス,恋愛/ラブコメ
女神のカフェテラス,2021-05-28,12,232.6666667,205,488,348.852459,318,,,,女神のカフェテラス,恋愛/ラブコメ
十二大戦,2017-08-18,28,886.4285714,642,66,810.5454545,395.5,,,,十二大戦,アクション/バトル
映像研には手を出すな!,2019-12-30,7,1392.571429,1032,46,224.5,123,6,633.3333333,134.5,映像研には手を出すな!,ドラマ/青春
異世界かるてっと,2019-03-07,18,1062.444444,1139,4,1786,1786,,,,異世界かるてっと,ドラマ/青春
異世界かるてっと,2019-03-07,18,1062.444444,1139,4,1786,1786,,,,異世界かるてっと,SF/ファンタジー
A3!,2019-03-08,6,12855.66667,10356,4,53646.5,53646.5,,,,A3!,ドラマ/青春
弱キャラ友崎くん,2020-09-30,5,429.4,327,12,426.9166667,380.5,6,2848.5,1463,弱キャラ友崎くん,ドラマ/青春
弱キャラ友崎くん,2020-09-30,5,429.4,327,12,426.9166667,380.5,6,2848.5,1463,弱キャラ友崎くん,恋愛/ラブコメ
メガトン級ムサシ,2021-09-03,45,166.2,108,36,1168.083333,444,117,299.5128205,102,メガトン級ムサシ,ドラマ/青春
メガトン級ムサシ,2021-09-03,45,166.2,108,36,1168.083333,444,117,299.5128205,102,メガトン級ムサシ,SF/ファンタジー
メガトン級ムサシ,2021-09-03,45,166.2,108,36,1168.083333,444,117,299.5128205,102,メガトン級ムサシ,SF/ファンタジー
メガトン級ムサシ,2021-09-03,45,166.2,108,36,1168.083333,444,117,299.5128205,102,メガトン級ムサシ,アクション/バトル
真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました,2021-10-06,5,165.6,175,19,252.3684211,203,20,289.8,245.5,真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました,SF/ファンタジー
僕のヒーローアカデミア,2015-08-09,27,444.6666667,404,270,338.8666667,237,,,,僕のヒーローアカデミア,ドラマ/青春
かくしごと,2020-03-03,27,780.7407407,578,88,943.6590909,299,,,,かくしごと,ドラマ/青春
ダイヤのA,2013-09-07,78,135.5641026,114,14,441.4285714,77,,,,ダイヤのA,ドラマ/青春
DAME×PRINCE,2017-08-05,3,274.6666667,207,4,1758.75,1645.5,,,,DAME×PRINCE,恋愛/ラブコメ
だがしかし,2015-12-06,52,791.5961538,351.5,81,459.0123457,135,,,,だがしかし,ドラマ/青春
だがしかし,2015-12-06,52,791.5961538,351.5,81,459.0123457,135,,,,だがしかし,コメディ/ギャグ
精霊使いの剣舞,2014-03-18,4,85.75,82,10,29.5,24,,,,精霊使いの剣舞,恋愛/ラブコメ
精霊使いの剣舞,2014-03-18,4,85.75,82,10,29.5,24,,,,精霊使いの剣舞,SF/ファンタジー
精霊使いの剣舞,2014-03-18,4,85.75,82,10,29.5,24,,,,精霊使いの剣舞,SF/ファンタジー
俺を好きなのはお前だけかよ,2019-10-03,48,898.7083333,647.5,156,406.7948718,192,7,381.7142857,121,俺を好きなのはお前だけかよ,ドラマ/青春
俺を好きなのはお前だけかよ,2019-10-03,48,898.7083333,647.5,156,406.7948718,192,7,381.7142857,121,俺を好きなのはお前だけかよ,恋愛/ラブコメ
シドニアの騎士,2014-03-22,24,56.79166667,53,6,17.33333333,4.5,,,,シドニアの騎士,SF/ファンタジー
城下町のダンデライオン,2015-06-26,15,341.6666667,364,15,415.2666667,172,,,,城下町のダンデライオン,コメディ/ギャグ
城下町のダンデライオン,2015-06-26,15,341.6666667,364,15,415.2666667,172,,,,城下町のダンデライオン,コメディ/ギャグ
はたらく魔王さま!,2022-03-23,6,1350,1350,48,4222.625,1336.5,6,2064.5,2064.5,はたらく魔王さま!,コメディ/ギャグ
あまんちゅ!,2016-03-15,10,646.4,801,6,1296.666667,859,,,,あまんちゅ!,ドラマ/青春
エロマンガ先生,2017-01-31,16,1411.25,1099,17,1012.647059,704,,,,エロマンガ先生,ドラマ/青春
エロマンガ先生,2017-01-31,16,1411.25,1099,17,1012.647059,704,,,,エロマンガ先生,恋愛/ラブコメ
アニマエール!,2018-08-31,16,508.5,438,16,904.125,600.5,,,,アニマエール!,ドラマ/青春
きんいろモザイク,2013-05-18,126,39.87301587,31,114,31.78947368,16,,,,きんいろモザイク,コメディ/ギャグ
きんいろモザイク,2013-05-18,126,39.87301587,31,114,31.78947368,16,,,,きんいろモザイク,コメディ/ギャグ
少年ハリウッド,2014-05-18,10,120.2,117,21,51,17,,,,少年ハリウッド,ドラマ/青春
少年ハリウッド,2014-05-18,10,120.2,117,21,51,17,,,,少年ハリウッド,ドラマ/青春
史上最強の大魔王、村人Aに転生する,2022-02-03,3,310,297,19,565.2105263,374,,,,史上最強の大魔王、村人Aに転生する,SF/ファンタジー
文豪とアルケミスト,2020-04-18,9,1866.333333,1947,30,4014,3557,,,,文豪とアルケミスト,SF/ファンタジー
のりものまん モービルランドのカークン,2020-09-17,3,52.66666667,63,59,33.81355932,32,13,118.5384615,48,のりものまん モービルランドのカークン,コメディ/ギャグ
シュート!,2022-08-06,5,151,119,125,219.768,76,9,466.1111111,102,シュート!,ドラマ/青春
スローループ,2021-12-11,26,547.5769231,499.5,10,2242.7,1815,4,3086.75,1046.5,スローループ,ドラマ/青春
桜Trick,2013-12-29,41,139.9512195,99,17,312.3529412,196,,,,桜Trick,ドラマ/青春
桜Trick,2013-12-29,41,139.9512195,99,17,312.3529412,196,,,,桜Trick,恋愛/ラブコメ
桜Trick,2013-12-29,41,139.9512195,99,17,312.3529412,196,,,,桜Trick,恋愛/ラブコメ
もののがたり,2022-12-19,16,318.75,285.5,164,517.6829268,232,84,405.3333333,209,もののがたり,ドラマ/青春
もののがたり,2022-12-19,16,318.75,285.5,164,517.6829268,232,84,405.3333333,209,もののがたり,SF/ファンタジー
もののがたり,2022-12-19,16,318.75,285.5,164,517.6829268,232,84,405.3333333,209,もののがたり,アクション/バトル
プランダラ,2019-11-15,2,556,556,6,1057.333333,581.5,,,,プランダラ,恋愛/ラブコメ
プランダラ,2019-11-15,2,556,556,6,1057.333333,581.5,,,,プランダラ,アクション/バトル
ウィッチクラフトワークス,2014-01-13,27,15.88888889,14,81,19.67901235,11,,,,ウィッチクラフトワークス,SF/ファンタジー
不滅のあなたへ,2021-04-26,4,686,686,116,1020.931034,348,64,591.0625,388.5,不滅のあなたへ,ドラマ/青春
不滅のあなたへ,2021-04-26,4,686,686,116,1020.931034,348,64,591.0625,388.5,不滅のあなたへ,SF/ファンタジー
千銃士,2018-02-26,5,730.8,664,73,945.8356164,722,21,568.6190476,238,千銃士,SF/ファンタジー
彼岸島,2013-10-29,1,25,25,23,75.04347826,20,,,,彼岸島,ドラマ/青春
彼岸島,2013-10-29,1,25,25,23,75.04347826,20,,,,彼岸島,アクション/バトル
四月は君の嘘,2014-08-11,21,159.8571429,132,48,113.0416667,63.5,14,14.85714286,14.5,四月は君の嘘,ドラマ/青春
四月は君の嘘,2014-08-11,21,159.8571429,132,48,113.0416667,63.5,14,14.85714286,14.5,四月は君の嘘,ドラマ/青春
山田くんと7人の魔女,2014-08-01,6,41,35,38,67.97368421,38.5,,,,山田くんと7人の魔女,ドラマ/青春
山田くんと7人の魔女,2014-08-01,6,41,35,38,67.97368421,38.5,,,,山田くんと7人の魔女,恋愛/ラブコメ
山田くんと7人の魔女,2014-08-01,6,41,35,38,67.97368421,38.5,,,,山田くんと7人の魔女,SF/ファンタジー
博多豚骨ラーメンズ,2017-09-10,7,278.7142857,231,21,442.3333333,160,,,,博多豚骨ラーメンズ,ドラマ/青春
約束のネバーランド,2018-05-01,2,832,832,14,2218.142857,1596,,,,約束のネバーランド,ドラマ/青春
約束のネバーランド,2018-05-01,2,832,832,14,2218.142857,1596,,,,約束のネバーランド,SF/ファンタジー
約束のネバーランド,2018-05-01,2,832,832,14,2218.142857,1596,,,,約束のネバーランド,SF/ファンタジー
約束のネバーランド,2018-05-01,2,832,832,14,2218.142857,1596,,,,約束のネバーランド,SF/ファンタジー
約束のネバーランド,2018-05-01,2,832,832,14,2218.142857,1596,,,,約束のネバーランド,SF/ファンタジー
半妖の夜叉姫,2020-10-24,6,2568.666667,2567,148,4858.256757,2987,,,,半妖の夜叉姫,SF/ファンタジー
半妖の夜叉姫,2020-10-24,6,2568.666667,2567,148,4858.256757,2987,,,,半妖の夜叉姫,アクション/バトル
MARS RED,2020-11-02,1,169,169,30,399.4,350,6,450.8333333,427.5,MARS RED,SF/ファンタジー
真剣で私に恋しなさい!,2011-12-09,3,8.666666667,8,53,7,5,,,,真剣で私に恋しなさい!,恋愛/ラブコメ
真剣で私に恋しなさい!,2011-12-09,3,8.666666667,8,53,7,5,,,,真剣で私に恋しなさい!,恋愛/ラブコメ
真剣で私に恋しなさい!,2011-12-09,3,8.666666667,8,53,7,5,,,,真剣で私に恋しなさい!,恋愛/ラブコメ
魔王様、リトライ!,2019-07-31,5,225.6,229,84,212.8214286,143.5,19,90.26315789,96,魔王様、リトライ!,SF/ファンタジー
魔王様、リトライ!,2019-07-31,5,225.6,229,84,212.8214286,143.5,19,90.26315789,96,魔王様、リトライ!,SF/ファンタジー
ぼくのとなりに暗黒破壊神がいます。,2020-01-07,5,699.6,663,21,761.3333333,697,23,336.3478261,288,ぼくのとなりに暗黒破壊神がいます。,ドラマ/青春
ぼくのとなりに暗黒破壊神がいます。,2020-01-07,5,699.6,663,21,761.3333333,697,23,336.3478261,288,ぼくのとなりに暗黒破壊神がいます。,コメディ/ギャグ
グラップラー刃牙,2018-09-05,4,102,102,596,447.5033557,131,32,1071.5,482,グラップラー刃牙,ドラマ/青春
魔弾の王と戦姫,2014-09-05,10,48.9,40.5,37,60.97297297,34,,,,魔弾の王と戦姫,SF/ファンタジー
無彩限のファントム・ワールド,2015-12-18,21,309.6190476,299,25,178.72,174,,,,無彩限のファントム・ワールド,ドラマ/青春
無彩限のファントム・ワールド,2015-12-18,21,309.6190476,299,25,178.72,174,,,,無彩限のファントム・ワールド,SF/ファンタジー
同居人はひざ、時々、頭のうえ。,2018-11-11,26,477.9615385,315,9,537,428,,,,同居人はひざ、時々、頭のうえ。,コメディ/ギャグ
私に天使が舞い降りた!,2018-11-19,17,995.5882353,596,11,363.5454545,391,,,,私に天使が舞い降りた!,恋愛/ラブコメ
キミと僕の最後の戦場、あるいは世界が始まる聖戦,2020-08-31,13,193.9230769,161,40,607.15,522,,,,キミと僕の最後の戦場、あるいは世界が始まる聖戦,SF/ファンタジー
ノーゲーム・ノーライフ,2014-03-31,34,156.5588235,118.5,63,38.88888889,25,17,30.29411765,17,ノーゲーム・ノーライフ,SF/ファンタジー
ノーゲーム・ノーライフ,2014-03-31,34,156.5588235,118.5,63,38.88888889,25,17,30.29411765,17,ノーゲーム・ノーライフ,SF/ファンタジー
うたの☆プリンスさまっ♪,2020-02-03,3,12778,11630,23,9763.826087,6179,,,,うたの☆プリンスさまっ♪,恋愛/ラブコメ
終わりのセラフ,2014-12-20,14,390.7142857,356,18,1264.222222,311,,,,終わりのセラフ,ドラマ/青春
終わりのセラフ,2014-12-20,14,390.7142857,356,18,1264.222222,311,,,,終わりのセラフ,SF/ファンタジー
終わりのセラフ,2014-12-20,14,390.7142857,356,18,1264.222222,311,,,,終わりのセラフ,SF/ファンタジー
賢者の孫,2019-03-02,6,207.8333333,212,53,237.8113208,162,2,790,790,賢者の孫,SF/ファンタジー
賢者の孫,2019-03-02,6,207.8333333,212,53,237.8113208,162,2,790,790,賢者の孫,SF/ファンタジー
君と僕。,2011-09-11,8,39,23,25,62.32,56,,,,君と僕。,コメディ/ギャグ
究極進化したフルダイブRPGが現実よりもクソゲーだったら,2021-03-26,14,133.7142857,109.5,48,260.6875,119.5,,,,究極進化したフルダイブRPGが現実よりもクソゲーだったら,アクション/バトル
ゴブリンスレイヤー,2017-11-27,1,93,93,2,115.5,115.5,,,,ゴブリンスレイヤー,SF/ファンタジー
ゴブリンスレイヤー,2017-11-27,1,93,93,2,115.5,115.5,,,,ゴブリンスレイヤー,SF/ファンタジー
ゴブリンスレイヤー,2017-11-27,1,93,93,2,115.5,115.5,,,,ゴブリンスレイヤー,SF/ファンタジー
ゴブリンスレイヤー,2017-11-27,1,93,93,2,115.5,115.5,,,,ゴブリンスレイヤー,SF/ファンタジー
中華一番!,2021-01-11,3,83,83,123,200.9756098,111,,,,中華一番!,アクション/バトル
ちはやふる,2011-11-01,24,29,12,75,44.2,33,,,,ちはやふる,恋愛/ラブコメ
アクダマドライブ,2020-10-08,113,368.3097345,202,74,418.9324324,203,28,885,453,アクダマドライブ,アクション/バトル
科学忍者隊ガッチャマン,2013-07-20,38,101.1578947,70,5,65.4,46,,,,科学忍者隊ガッチャマン,SF/ファンタジー
科学忍者隊ガッチャマン,2013-07-20,38,101.1578947,70,5,65.4,46,,,,科学忍者隊ガッチャマン,アクション/バトル
少年のアビス,2022-01-14,23,372.3478261,351,23,413.9565217,305,37,398.0540541,257,少年のアビス,恋愛/ラブコメ
将国のアルタイル,2017-06-15,17,169.6470588,109,41,354.5121951,153,4,1425.25,691,将国のアルタイル,SF/ファンタジー
魔法少女 俺,2018-03-16,14,594.5714286,583.5,22,1102.272727,855.5,,,,魔法少女 俺,SF/ファンタジー
魔法少女 俺,2018-03-16,14,594.5714286,583.5,22,1102.272727,855.5,,,,魔法少女 俺,SF/ファンタジー
魔法少女 俺,2018-03-16,14,594.5714286,583.5,22,1102.272727,855.5,,,,魔法少女 俺,コメディ/ギャグ
魔法少女 俺,2018-03-16,14,594.5714286,583.5,22,1102.272727,855.5,,,,魔法少女 俺,コメディ/ギャグ
ポプテピピック,2022-07-01,6,2209,2209,3,3052,3052,225,5510.28,2702,ポプテピピック,コメディ/ギャグ
宇宙兄弟,2012-04-10,1,46,46,65,36.92307692,19,,,,宇宙兄弟,ドラマ/青春
異世界はスマートフォンとともに。,2023-05-03,15,179.2,168,243,658.4567901,513,,,,異世界はスマートフォンとともに。,SF/ファンタジー
スライム倒して300年、知らないうちにレベルMAXになってました,2021-01-15,2,503,503,204,294.7156863,206.5,74,271.4594595,237,スライム倒して300年、知らないうちにレベルMAXになってました,SF/ファンタジー
DYNAMIC CHORD,2017-07-01,11,431,287,2,272.5,272.5,,,,DYNAMIC CHORD,恋愛/ラブコメ
月とライカと吸血姫,2021-10-01,13,107.2307692,93,67,306.358209,186,15,181.1333333,125,月とライカと吸血姫,恋愛/ラブコメ
月とライカと吸血姫,2021-10-01,13,107.2307692,93,67,306.358209,186,15,181.1333333,125,月とライカと吸血姫,SF/ファンタジー
迷宮ブラックカンパニー,2021-07-09,12,112.5,115,20,204.75,139,,,,迷宮ブラックカンパニー,SF/ファンタジー
ゴールデンカムイ,2018-04-17,260,1648.057692,921.5,200,3085.775,894.5,,,,ゴールデンカムイ,ドラマ/青春
ゴールデンカムイ,2018-04-17,260,1648.057692,921.5,200,3085.775,894.5,,,,ゴールデンカムイ,ドラマ/青春
ゴールデンカムイ,2018-04-17,260,1648.057692,921.5,200,3085.775,894.5,,,,ゴールデンカムイ,ドラマ/青春
ゴールデンカムイ,2018-04-17,260,1648.057692,921.5,200,3085.775,894.5,,,,ゴールデンカムイ,アクション/バトル
GREAT PRETENDER,2020-05-29,15,254.6,226,2,150.5,150.5,,,,GREAT PRETENDER,ドラマ/青春
異能バトルは日常系のなかで,2014-09-12,9,65,48,84,48.6547619,21,,,,異能バトルは日常系のなかで,ドラマ/青春
異能バトルは日常系のなかで,2014-09-12,9,65,48,84,48.6547619,21,,,,異能バトルは日常系のなかで,恋愛/ラブコメ
アフリカのサラリーマン,2019-10-11,8,474,463.5,44,1338.681818,568,15,1690,535,アフリカのサラリーマン,コメディ/ギャグ
キャプテン翼,2018-03-24,16,393,419,100,559.6,166,,,,キャプテン翼,ドラマ/青春
山田くんとLv999の恋をする,2020-09-07,20,315.4,290,96,324.625,252,,,,山田くんとLv999の恋をする,恋愛/ラブコメ
山田くんとLv999の恋をする,2020-09-07,20,315.4,290,96,324.625,252,,,,山田くんとLv999の恋をする,恋愛/ラブコメ